smiles,pKa,n_candidates,chosen,chosen_kind,has_acid_and_base,chosen_plausible,alt_site_fits,n_atoms,size_bin
CCCCN(CCCC)P(=O)(O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-],11.25,3,phosphoric_acid,acid,True,False,aromatic_lactam,31,>30
Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(O)N3CCCCC3)O2)c(=O)[nH]c1=O,11.12,3,phosphoric_acid,acid,True,False,aromatic_lactam,28,22-30
Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(Nc3ccccc3)OCCSC(=O)C(C)(C)C)O2)c(=O)[nH]c1=O,4.68,2,aromatic_lactam,acid,True,False,aniline_sec,38,>30
CCCCNP(=O)(O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-],10.64,3,phosphoric_acid,acid,True,False,aromatic_lactam,27,22-30
Cc1cn(C2CC(N=[N+]=[N-])C(COP(=O)(O)N3CCOCC3)O2)c(=O)[nH]c1=O,8.36,3,phosphoric_acid,acid,True,False,aromatic_lactam,28,22-30
CN(CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)cc1)CC1CC1.O=C(O)/C=C/C(=O)O,9.37,2,carboxylic_acid,acid,True,False,tert_amine,36,>30
CN(CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)cc1)C1CC1.Cl,7.48,1,tert_amine,base,False,True,,28,22-30
C=CCN(C)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)cc1.O=C(O)/C=C/C(=O)O,8.18,2,carboxylic_acid,acid,True,False,tert_amine,35,>30
CN(CCCO)CCCCCCOc1ccc(C(=O)c2ccc(Br)cc2)cc1.O=C(O)/C=C/C(=O)O,9.05,2,carboxylic_acid,acid,True,False,tert_amine,36,>30
COc1noc2c1CN(C)CC2.Cl,6.6,2,tert_amine,base,False,True,pyridine_N,13,<15
CCN1CCc2onc(OC)c2C1.Cl,7.0,2,tert_amine,base,False,True,pyridine_N,14,<15
C=CCOc1noc2c1CNCC2.Cl,7.5,2,sec_amine,base,False,True,pyridine_N,14,<15
CC(C)Oc1noc2c1CNCC2.Cl,7.5,2,sec_amine,base,False,True,pyridine_N,14,<15
C#CCOc1noc2c1CNCC2.Cl,7.6,2,sec_amine,base,False,True,pyridine_N,14,<15
COc1noc2c1CN(Cc1ccccc1)CC2.Cl,6.0,2,tert_amine,base,False,False,pyridine_N,19,15-22
CCCCOc1noc2c1CNCC2.Cl,7.6,2,sec_amine,base,False,True,pyridine_N,15,<15
COC(=O)C1=CCCN(C)C1,7.8,1,tert_amine,base,False,True,,11,<15
CCCOc1noc2c1CNCC2.Cl,7.6,2,sec_amine,base,False,True,pyridine_N,14,<15
CC(C)COc1noc2c1CNCC2.Cl,7.7,2,sec_amine,base,False,True,pyridine_N,15,<15
C/C=C/COc1noc2c1CNCC2.Cl,7.7,2,sec_amine,base,False,True,pyridine_N,15,<15
CCOc1noc2c1CN(C)CC2.Cl,6.6,2,tert_amine,base,False,True,pyridine_N,14,<15
C=C(Br)COc1noc2c1CNCC2.Cl,7.6,2,sec_amine,base,False,True,pyridine_N,15,<15
CC#CCOc1noc2c1CNCC2.Cl,7.6,2,sec_amine,base,False,True,pyridine_N,15,<15
Cl.c1ccc(COc2noc3c2CNCC3)cc1,7.5,2,sec_amine,base,False,True,pyridine_N,18,15-22
COC(=O)C1=CCCNC1,8.7,1,sec_amine,base,False,True,,10,<15
CN(Cc1ccccc1)[C@H]1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)C[C@H]1F,8.0,1,tert_amine,base,False,True,,33,>30
CN(Cc1ccccc1)C1CCN(CC(F)Cc2c[nH]c3ccc(-n4cnnc4)cc23)CC1,8.5,1,tert_amine,base,False,True,,33,>30
CN(Cc1ccccc1C(F)(F)F)[C@H]1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)C[C@@H]1F,6.9,1,tert_amine,base,False,True,,37,>30
FC(Cc1c[nH]c2ccc(-n3cnnc3)cc12)CN1CCC(Cc2ccccc2)CC1,8.7,1,tert_amine,base,False,True,,31,>30
CN(Cc1ccccc1C(F)(F)F)[C@H]1CCN(CCCc2c[nH]c3ccc(-n4cnnc4)cc23)C[C@H]1F,7.7,1,tert_amine,base,False,True,,37,>30
CCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)OC.Cl,10.0,1,prim_amine,base,False,True,,25,22-30
CCCCCCCCCCCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)OC.Cl.Cl,10.0,3,guanidine,base,False,True,amidine,37,>30
CCCCCCCCCCCC(=O)N[C@@H](CCCNC(=N)N)C(=O)NCCCC[C@H](N)C(=O)OC.Cl.Cl,10.0,3,guanidine,base,False,True,amidine,37,>30
CCCCCCCCCCCC(=O)NCCCC[C@H](N)C(=O)NCCCC[C@H](N)C(=O)OC.Cl.Cl,10.0,1,prim_amine,base,False,True,,35,>30
CCc1nc2c(C)cc(C)nc2n1Cc1cc(Cl)c(O)c(Cl)c1,7.2,2,phenol,acid,True,True,pyridine_N,23,22-30
COC(=O)CN.Cl,7.73,1,prim_amine,base,False,True,,7,<15
COC(=O)C(N)CCCCNC(=O)OC(C)(C)C.Cl,8.9,1,prim_amine,base,False,True,,19,15-22
COC(=O)C(CCCCN)NC(=O)OC(C)(C)C.Cl,10.79,1,prim_amine,base,False,True,,19,15-22
CN(C)c1ccc(N)cc1,6.71,2,aniline,base,False,False,aniline_tert,10,<15
NCCc1ccccn1,9.52,2,prim_amine,base,False,True,,9,<15
CCN(CC)CC,10.75,1,tert_amine,base,False,True,,7,<15
NCCc1ccccc1,9.08,1,prim_amine,base,False,True,,9,<15
NCc1ccccn1,8.62,2,prim_amine,base,False,True,,8,<15
Cc1cc(C)c(C(=O)NC(Cc2ccc(N3CCC(CNc4ccccn4)CC3)cc2)C(=O)O)c(C)c1,7.0,4,carboxylic_acid,acid,True,False,pyridine_N,37,>30
Cc1ccnc(NCC2CCN(c3ccc(CC(NC(=O)c4c(C)cc(C)cc4C)C(=O)O)cc3)CC2)c1,7.5,4,carboxylic_acid,acid,True,False,pyridine_N,38,>30
COc1ccnc(NCC2CCN(c3ccc(CC(NC(=O)c4c(C)cc(C)cc4C)C(=O)O)cc3)CC2)c1,7.7,4,carboxylic_acid,acid,True,False,pyridine_N,39,>30
CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F,7.02,3,sulfonamide_2,acid,True,True,pyridine_N,33,>30
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,7.8,3,tert_amine,base,False,True,pyridine_N,28,22-30
COC(=O)C(c1ccccc1)C1CCCCN1,9.24,1,sec_amine,base,False,True,,17,15-22
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,7.75,1,tert_amine,base,False,True,,26,22-30
COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,8.43,1,tert_amine,base,False,True,,22,15-22
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,9.69,1,tert_amine,base,False,True,,21,15-22
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,9.59,2,tert_amine,base,False,True,,31,>30
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,5.5,3,tert_amine,base,False,False,pyridine_N,31,>30
COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,10.07,1,tert_amine,base,False,True,,20,15-22
COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,10.13,3,tert_amine,base,False,True,,34,>30
COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,8.56,1,aniline_tert,base,False,False,,34,>30
CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,9.8,1,aniline_sec,base,False,False,,32,>30
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,10.35,1,tert_amine,base,False,True,,28,22-30
CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,10.3,3,imide,acid,True,True,,25,22-30
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,8.9,1,tert_amine,base,False,True,,23,22-30
CN1CCN(c2ccccc2/C=C2\SCCN(c3ccc(Cl)c(Cl)c3)C2=O)CC1,11.5,2,tert_amine,base,False,True,,29,22-30
O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,7.18,1,aniline_sec,base,False,False,,21,15-22
CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,9.97,1,sec_amine,base,False,True,,21,15-22
Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,9.27,2,sec_amine,base,False,True,,22,15-22
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,9.34,2,carboxylic_acid,acid,True,False,,41,>30
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,8.6,1,tert_amine,base,False,True,,35,>30
CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,13.74,2,imide,acid,True,False,,25,22-30
O[C@H](CNC[C@@H](O)[C@H]1CCc2cc(F)ccc2O1)[C@@H]1CCc2cc(F)ccc2O1,13.98,1,sec_amine,base,False,False,,29,22-30
CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,13.02,2,carboxylic_acid,acid,True,False,,17,15-22
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,12.87,2,aniline_sec,base,False,False,,19,15-22
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,13.9,2,pyridine_N,base,False,False,,29,22-30
NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,13.52,1,tert_amine,base,False,False,,32,>30
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,8.99,1,tert_amine,base,False,True,,52,>30
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,8.5,2,tert_amine,base,False,True,,18,15-22
Cc1c(OCCN)no[n+]1[O-].O=C(O)C(=O)O,8.7,3,carboxylic_acid,acid,True,False,prim_amine,17,15-22
Cc1c(OCCN(C)C)no[n+]1[O-].O=C(O)C(=O)O,7.9,3,carboxylic_acid,acid,True,False,tert_amine,19,15-22
CN(C)Cc1no[n+]([O-])c1C(N)=O,6.57,2,tert_amine,base,False,True,pyridine_N,13,<15
CN(C)Cc1no[n+]([O-])c1C#N.O=C(O)C(=O)O,5.82,3,carboxylic_acid,acid,True,True,pyridine_N,18,15-22
CCN(C)Cc1no[n+]([O-])c1C#N.O=C(O)C(=O)O,5.79,3,carboxylic_acid,acid,True,True,pyridine_N,19,15-22
CCN(CC)Cc1no[n+]([O-])c1C#N.O=C(O)C(=O)O,5.8,3,carboxylic_acid,acid,True,True,pyridine_N,20,15-22
N#Cc1c(CN2CCC(Br)CC2)no[n+]1[O-].O=C(O)C(=O)O,4.01,3,carboxylic_acid,acid,True,True,pyridine_N,22,15-22
CCCN(CCC)Cc1no[n+]([O-])c1C#N.O=C(O)C(=O)O,5.46,3,carboxylic_acid,acid,True,True,pyridine_N,22,15-22
CCN(Cc1ccccc1)Cc1no[n+]([O-])c1C#N.O=C(O)C(=O)O,5.58,3,carboxylic_acid,acid,True,True,pyridine_N,25,22-30
CN(C)CCCN(C)Cc1no[n+]([O-])c1C#N.O=C(O)C(F)(F)F,3.34,3,carboxylic_acid,acid,True,True,pyridine_N,24,22-30
CC(C)N(Cc1no[n+]([O-])c1C(N)=O)C(C)C,6.62,2,tert_amine,base,False,True,pyridine_N,17,15-22
CC(C)N(Cc1no[n+]([O-])c1C#N)C(C)C.CS(=O)(=O)O,5.35,3,sulfonic_acid,acid,True,False,pyridine_N,21,15-22
C/C=C(/C)C(=O)O,4.3,1,carboxylic_acid,acid,False,True,,7,<15
O=C(Nc1ccc(C#Cc2ccc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](c3ccccc3)N3CCCC3)cc2)cc1)[C@@H]1CCCN1C(=O)[C@@H](c1ccccc1)N1CCCC1,8.1,2,tert_amine,base,False,True,,58,>30
O=C(Nc1ccc(C#Cc2ccc(NC(=O)[C@@H]3CCCN3C(=O)C(c3ccccc3)N3CCC(O)CC3)cc2)cc1)[C@@H]1CCCN1C(=O)C(c1ccccc1)N1CCC(O)CC1,6.8,2,tert_amine,base,False,True,aniline_sec,62,>30
O=C(Nc1ccc(C#Cc2ccc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](c3ccccc3)N3CCOCC3)cc2)cc1)[C@@H]1CCCN1C(=O)[C@@H](c1ccccc1)N1CCOCC1,4.6,2,tert_amine,base,False,False,aniline_sec,60,>30
O=C1CN(C(C(=O)N2CCC[C@H]2C(=O)Nc2ccc(C#Cc3ccc(NC(=O)[C@@H]4CCCN4C(=O)C(c4ccccc4)N4CCNC(=O)C4)cc3)cc2)c2ccccc2)CCN1,2.5,2,tert_amine,base,False,False,aniline_sec,62,>30
CC#Cc1cncc(-c2cc(C3(C4CC4)N=C(C)C(N)=N3)ccc2O)c1,5.9,3,phenol,acid,True,False,pyridine_N,26,22-30
CC#Cc1cncc(-c2cccc(C3(C4CC4)N=C(C)C(N)=N3)c2)c1,5.8,2,amidine,base,False,False,pyridine_N,25,22-30
COc1cccc(-c2cccc(C3(C4CCN(C(C)=O)CC4)N=C(C)C(N)=N3)c2)c1,5.7,1,amidine,base,False,False,,30,22-30
COc1cccc(-c2cccc(C3(C4CCOCC4)N=C(C)C(N)=N3)c2)c1,6.0,1,amidine,base,False,False,,27,22-30
CC1=NC(c2cccc(-c3cccnc3)c2)(C2CCCCC2)N=C1N,6.2,2,amidine,base,False,False,pyridine_N,25,22-30
CC1=N[C@@](Cc2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1N,6.0,2,amidine,base,False,False,pyridine_N,26,22-30
COc1c(C)cc([C@@]2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,5.2,2,amidine,base,False,False,pyridine_N,29,22-30
COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1C,5.3,2,amidine,base,False,False,pyridine_N,29,22-30
COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(C)C(N)=N2)cc1,5.7,2,amidine,base,False,False,pyridine_N,27,22-30
COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(C)C(N)=N2)cc1,5.2,2,amidine,base,False,False,pyridine_N,27,22-30
CC1=NC(c2ccc(F)cc2)(c2cccc(-c3cccnc3)c2)N=C1N,4.9,2,amidine,base,False,False,pyridine_N,26,22-30
COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)C(C(C)C)=N2)cc1,5.3,2,amidine,base,False,False,pyridine_N,29,22-30
CC(C)C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)N=C1N,5.2,2,amidine,base,False,False,pyridine_N,27,22-30
CC1=NC(C)(c2cccc(-c3cccnc3)c2)N=C1N,6.7,2,amidine,base,False,False,pyridine_N,20,15-22
COc1cccc(-c2cccc(C3(C)N=C(C)C(N)=N3)c2)c1,6.5,1,amidine,base,False,False,,22,15-22
CC(C)C1=NC(C)(c2cccc(-c3cccnc3)c2)N=C1N,5.9,2,amidine,base,False,False,pyridine_N,22,15-22
CC1(c2cccc(-c3cccnc3)c2)N=C(N)C(c2ccccc2)=N1,5.4,2,amidine,base,False,False,pyridine_N,25,22-30
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1,7.65,2,oxime,acid,True,False,tert_amine,21,15-22
CCCS/C(=N\O)C(=O)c1ccc(Br)cc1,8.45,1,oxime,acid,False,False,,16,15-22
C[N+](C)(C)CCS/C(=N\O)C(=O)c1ccc(F)cc1.[Cl-],7.36,1,oxime,acid,False,False,,20,15-22
COc1ccc(C(=O)/C(=N/O)SCCCN(C)C)cc1.O=C(O)C(=O)O,8.42,3,carboxylic_acid,acid,True,False,tert_amine,26,22-30
Cc1ccc(C(=O)/C(=N/O)SCC[N+](C)(C)C)cc1.[Cl-],7.57,1,oxime,acid,False,False,,20,15-22
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.Cl,7.42,2,oxime,acid,True,False,tert_amine,21,15-22
CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1.[Cl-],7.7,1,oxime,acid,False,False,,23,22-30
CN(C)CCS/C(=N\O)C(=O)c1ccc(F)cc1,7.54,2,oxime,acid,True,False,tert_amine,18,15-22
Cc1ccc(C(=O)/C(=N/O)SCCN(C)C)cc1.Cl,7.76,2,oxime,acid,True,False,tert_amine,19,15-22
COc1ccc(C(=O)/C(=N/O)SCC[N+](C)(C)C)cc1.[Cl-],7.71,1,oxime,acid,False,False,,21,15-22
CN(C)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.Cl,7.57,2,oxime,acid,True,False,tert_amine,19,15-22
COc1ccc(C(=O)/C(=N/O)SCCN(C)C)cc1,7.88,2,oxime,acid,True,False,tert_amine,19,15-22
C[N+](C)(C)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.[Cl-],7.19,1,oxime,acid,False,False,,20,15-22
CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.[Cl-],7.17,1,oxime,acid,False,False,,22,15-22
CC(C)N(CCS/C(=N\O)C(=O)c1ccc(Cl)cc1)C(C)C.Cl,7.2,2,oxime,acid,True,False,tert_amine,23,22-30
CCN(CC)CCS/C(=N\O)C(=O)c1ccccc1.Cl,7.6,2,oxime,acid,True,False,tert_amine,20,15-22
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl,7.2,2,oxime,acid,True,False,tert_amine,21,15-22
CN(C)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl,7.36,2,oxime,acid,True,False,tert_amine,19,15-22
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.Cl,7.02,2,oxime,acid,True,False,tert_amine,22,15-22
CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(F)cc1.[Cl-],7.31,1,oxime,acid,False,False,,22,15-22
CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.[Cl-],6.72,1,oxime,acid,False,False,,23,22-30
C[N+](C)(C)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.[I-],7.18,1,oxime,acid,False,False,,20,15-22
CN(C)CCS/C(=N\O)C(=O)c1cccc2ccccc12.Cl,7.1,2,oxime,acid,True,False,tert_amine,22,15-22
CN(C)CCCS/C(=N\O)C(=O)c1ccc(Br)cc1.O=C(O)C(=O)O,7.41,3,carboxylic_acid,acid,True,False,tert_amine,25,22-30
C=C(C)[C@@H]1CC[C@]2(NCCN3CCOCC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,8.2,3,carboxylic_acid,acid,True,False,sec_amine,47,>30
C=C(C)[C@@H]1CC[C@]2(NCCN3CCC(F)(F)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC=C(c6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,8.5,3,carboxylic_acid,acid,True,False,sec_amine,49,>30
C[C@H](c1nc2c(cnn2C2CCCC2)c(=O)[nH]1)N1CC(c2ncccn2)C1,6.8,3,aromatic_lactam,acid,True,False,tert_amine,27,22-30
CCN[C@H]1CC[C@@H](Nc2cc[nH]c(=O)c2-c2nc3ccccc3[nH]2)CC1,10.5,4,aromatic_lactam,acid,True,True,sec_amine,26,22-30
O=c1[nH]ccc(N[C@H]2CC[C@@H](NCCF)CC2)c1-c1nc2ccccc2[nH]1,8.8,4,aromatic_lactam,acid,True,True,sec_amine,27,22-30
O=c1[nH]ccc(N[C@H]2CC[C@@H](NCC(F)F)CC2)c1-c1nc2ccccc2[nH]1,6.6,4,aromatic_lactam,acid,True,False,pyridine_N,28,22-30
O=c1[nH]ccc(N[C@H]2CC[C@@H](NCC(F)(F)F)CC2)c1-c1nc2ccccc2[nH]1,4.8,4,aromatic_lactam,acid,True,False,pyridine_N,29,22-30
COCCN[C@H]1CC[C@@H](Nc2cc[nH]c(=O)c2-c2nc3ccccc3[nH]2)CC1,9.2,4,aromatic_lactam,acid,True,True,sec_amine,28,22-30
COc1cc(C[C@H](N)C(=O)N[C@H]2C(=O)NCC(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](C(=O)O)C(C)(C)SSC2(C)C)ccc1O,9.7,3,carboxylic_acid,acid,True,False,phenol,46,>30
CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)c([N+](=O)[O-])c2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]1C(=O)O,7.2,4,carboxylic_acid,acid,True,False,phenol,47,>30
CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)c(N)c2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]1C(=O)O,10.0,4,carboxylic_acid,acid,True,False,phenol,45,>30
CC1(C)SSC(C)(C)[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)c(I)c2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]1C(=O)O,8.2,3,carboxylic_acid,acid,True,False,phenol,45,>30
C/N=C(\S)NCCSCc1[nH]cnc1C,6.8,3,thiol,acid,True,True,pyridine_N,15,<15
Fc1ccc(N2CCN(Cc3ccn4c(CC5CC5)nnc4c3C(F)(F)F)CC2)c(F)c1,5.0,2,tert_amine,base,False,False,aniline_tert,32,>30
Cc1ccc(-n2cc(/C=N/O)[n+](C)c2)cc1.[I-],9.4,1,oxime,acid,False,True,,17,15-22
CCOc1ccc(-n2cc(/C=N/O)[n+](C)c2)cc1.[I-],9.44,1,oxime,acid,False,True,,19,15-22
C=CCn1cc(/C=N/O)[n+](C)c1SC.[I-],9.24,1,oxime,acid,False,True,,15,<15
C=CCn1cc(/C=N/O)[n+](C)c1.[I-],9.56,1,oxime,acid,False,True,,13,<15
CCOc1ccc(-n2cc(/C=N/O)[n+](C)c2SC)cc1.[I-],9.12,1,oxime,acid,False,True,,21,15-22
COc1ccc(-n2cc(/C=N/O)[n+](C)c2SC)cc1.[I-],9.38,1,oxime,acid,False,True,,20,15-22
C=CCn1cc(/C=N\O)[n+](C)c1SC.[I-],9.42,1,oxime,acid,False,True,,15,<15
C[n+]1ccccc1/C=N/O.[I-],7.93,1,oxime,acid,False,False,,11,<15
CSc1n(-c2ccc(C)cc2)cc(/C=N/O)[n+]1C.[I-],9.04,1,oxime,acid,False,True,,19,15-22
COc1ccc(-n2cc(/C=N/O)[n+](C)c2)cc1.[I-],9.43,1,oxime,acid,False,True,,18,15-22
CSc1n(-c2ccccc2)cc(/C=N/O)[n+]1C.[I-],9.3,1,oxime,acid,False,True,,18,15-22
CCn1cc(/C=N/O)[n+](C)c1.[I-],9.57,1,oxime,acid,False,True,,12,<15
C[n+]1cn(-c2ccccc2)cc1/C=N/O.[I-],9.49,1,oxime,acid,False,True,,16,15-22
CCn1cc(/C=N/O)[n+](C)c1SC.[I-],9.56,1,oxime,acid,False,True,,14,<15
Cc1c(NC2CC2)nc(C2CC2)nc1N1CCCCCC1,8.13,3,pyridine_N,base,False,False,,21,15-22
CCc1c(NC2CC2)nc(C2CC2)nc1N1CCSCC1,6.78,3,pyridine_N,base,False,True,aniline_sec,21,15-22
COc1c(NC2CC2)nc(C2CC2)nc1N1CCSCC1,6.47,3,pyridine_N,base,False,True,aniline_sec,21,15-22
Nc1c(NC2CC2)nc(C2CC2)nc1N1CCCCCC1,7.15,4,pyridine_N,base,False,True,aniline_tert,21,15-22
O=[N+]([O-])c1c(NC2CC2)nc(C2CC2)nc1N1CCCCCC1,4.64,3,pyridine_N,base,False,True,aniline_sec,23,22-30
c1c(NC2CC2)nc(C2CC2)nc1N1CCCCCC1,8.03,3,pyridine_N,base,False,False,,20,15-22
Cc1c(NC2CC2)nc(C2CC2)nc1N1CCSCC1,6.99,3,pyridine_N,base,False,True,aniline_sec,20,15-22
COc1ccc(NC(=N)c2cccs2)cc1CSC1CCCC1,8.1,2,amidine,base,False,False,,23,22-30
COc1ccc(Cl)cc1NS(=O)(=O)c1ccc(OC)c2c1CC[C@@H](N(C)C)C2,10.5,3,sulfonamide_2,acid,True,True,tert_amine,28,22-30
Cc1cc2nc(NC(=N)N)nc(C)c2cc1C,9.3,4,guanidine,base,False,False,amidine,17,15-22
O=C(O)c1cssc1=S,2.8,1,carboxylic_acid,acid,False,True,,9,<15
O=C(O)c1cc(=S)ss1,1.2,1,carboxylic_acid,acid,False,False,,9,<15
COc1ccc(C(Cc2cc([N+](=O)[O-])ccc2OC)c2csc(N)n2)cc1,5.5,3,pyridine_N,base,False,True,aniline,27,22-30
COc1ccc(C(Cc2cc([N+](=O)[O-])ccc2OC)c2cn(C)c(N)n2)cc1,8.3,3,pyridine_N,base,False,False,,28,22-30
COc1ccc(C(Cc2cc([N+](=O)[O-])ccc2OC)c2c[nH]c(N)n2)cc1,8.1,3,pyridine_N,base,False,False,,27,22-30
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCOCC1,7.2,1,sec_amine,base,False,False,,34,>30
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C3CCOC3)c2)CCCCC1,8.1,1,sec_amine,base,False,True,,35,>30
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(-n3cccn3)c2)CC1,6.7,1,sec_amine,base,False,False,,32,>30
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C(F)F)c2)CC1,6.7,1,sec_amine,base,False,False,,33,>30
CC(=O)N[C@@H](Cc1cc(F)cc(F)c1)[C@H](O)CNC1(c2cccc(C(C)(C)C)c2)CCC1,7.8,1,sec_amine,base,False,True,,32,>30
CN(C)c1ccc2c(c1)Oc1c(ccc3cc(O)ccc13)C21OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,7.9,2,phenol,acid,True,True,,35,>30
C[N+](C)=c1ccc2c(-c3ccccc3C(=O)O)c3ccc4cc(O)ccc4c3oc-2c1,7.62,3,carboxylic_acid,acid,True,False,phenol,31,>30
CN(C)c1ccc2c(c1)Oc1c(ccc3cc(O)ccc13)C21OC(=O)c2c(F)c(F)c(F)c(F)c21,7.38,2,phenol,acid,True,True,aniline_tert,35,>30
NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCN2,8.8,2,sulfonamide_1,acid,True,True,,15,<15
COCCOCCN(CCOC)CCC1CNc2cc(S(N)(=O)=O)sc2S1(=O)=O,6.55,3,sulfonamide_1,acid,True,False,tert_amine,29,22-30
