key,pKa,kind,prot_smi,prot_idx,dep_smi,dep_idx
CCOC(=O)N1CCN(C)CC1,7.31,base,CCOC(=O)N1CC[NH+](C)CC1,8,CCOC(=O)N1CCN(C)CC1,8
O=C(O)CCC(=O)c1ccc2ccccc2c1,4.96,acid,O=C(O)CCC(=O)c1ccc2ccccc2c1,16,O=C([O-])CCC(=O)c1ccc2ccccc2c1,16
Oc1ccnnc1,8.72,acid,Oc1ccnnc1,6,[O-]c1ccnnc1,6
COC(=O)CC(C(=O)O)(c1ccccc1)c1ccccc1,3.899,acid,COC(=O)CC(C(=O)O)(c1ccccc1)c1ccccc1,20,COC(=O)CC(C(=O)[O-])(c1ccccc1)c1ccccc1,20
COC(=O)CCC(C(=O)O)(c1ccccc1)c1ccccc1,4.0,acid,COC(=O)CCC(C(=O)O)(c1ccccc1)c1ccccc1,21,COC(=O)CCC(C(=O)[O-])(c1ccccc1)c1ccccc1,21
Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1,3.74,base,Nc1nc(-c2ccccc2)cc(-c2ccccc2)[nH+]1,11,Nc1nc(-c2ccccc2)cc(-c2ccccc2)n1,11
Cn1cc(Br)c(O)nc1=O,7.84,acid,Cn1cc(Br)c(O)nc1=O,8,Cn1cc(Br)c([O-])nc1=O,8
CNc1ncc(Br)cn1,2.09,base,CNc1ncc(Br)c[nH+]1,3,CNc1ncc(Br)cn1,3
CCCCNc1ncccn1,4.14,base,CCCCNc1nccc[nH+]1,6,CCCCNc1ncccn1,6
O=C(O)c1ncccn1,2.85,acid,O=C(O)c1ncccn1,8,O=C([O-])c1ncccn1,8
CNc1nccc(Cl)n1,2.59,base,CNc1nc(Cl)cc[nH+]1,3,CNc1nccc(Cl)n1,3
Cn1ccc(O)nc1=O,9.71,acid,Cn1ccc(O)nc1=O,8,Cn1ccc([O-])nc1=O,8
COC(=O)[C@H](CC(=O)O)c1ccccc1,4.36,acid,COC(=O)[C@H](CC(=O)O)c1ccccc1,8,COC(=O)[C@H](CC(=O)[O-])c1ccccc1,8
CN(C)c1cc(O)ncn1,10.49,acid,CN(C)c1cc(O)ncn1,9,CN(C)c1cc([O-])ncn1,9
COC(=O)C[C@@H](C(=O)O)c1ccccc1,4.05,acid,COC(=O)C[C@@H](C(=O)O)c1ccccc1,14,COC(=O)C[C@@H](C(=O)[O-])c1ccccc1,14
CNc1nc(C)cc(C)n1,5.23,base,CNc1nc(C)cc(C)[nH+]1,6,CNc1nc(C)cc(C)n1,6
CCOc1ccnc(O)n1,10.7,acid,CCOc1ccnc(O)n1,9,CCOc1ccnc([O-])n1,9
CCNc1ncccn1,3.89,base,CCNc1nccc[nH+]1,4,CCNc1ncccn1,4
COc1cncnc1O,8.64,acid,COc1cncnc1O,8,COc1cncnc1[O-],8
COc1nc(C)cc(O)n1,8.5,acid,COc1nc(C)cc(O)n1,9,COc1nc(C)cc([O-])n1,9
Cc1cc(O)ncn1,9.1,acid,Cc1cc(O)ncn1,7,Cc1cc([O-])ncn1,7
CNc1nccc(OC)n1,5.74,base,CNc1nc(OC)cc[nH+]1,3,CNc1nccc(OC)n1,3
CCCCCNc1ncccn1,4.03,base,CCCCCNc1nccc[nH+]1,7,CCCCCNc1ncccn1,7
C1CSCCN1,9.0,base,C1CSCC[NH2+]1,5,C1CSCCN1,5
NCCc1cscn1,9.48,base,[NH3+]CCc1cscn1,7,NCCc1cscn1,7
O=C(O)/C=C\C(=O)O,2.0,acid,O=C(O)/C=C\C(=O)O,7,O=C([O-])/C=C\C(=O)O,4
O=C([O-])/C=C\C(=O)O,6.25,acid,O=C([O-])/C=C\C(=O)O,7,O=C([O-])/C=C\C(=O)[O-],7
Oc1cncc2ccccc12,8.7,acid,Oc1cncc2ccccc12,10,[O-]c1cncc2ccccc12,10
Oc1ccc2cnccc2c1,9.17,acid,Oc1ccc2cnccc2c1,10,[O-]c1ccc2cnccc2c1,10
Oc1cccc2ccncc12,8.42,acid,Oc1cccc2ccncc12,10,[O-]c1cccc2ccncc12,10
c1ccc2c(c1)CCNC2,9.41,base,c1ccc2c(c1)CC[NH2+]C2,8,c1ccc2c(c1)CCNC2,8
C[n+]1cc([O-])c2ccccc2c1,4.9,acid,C[n+]1cc(O)c2ccccc2c1,11,C[n+]1cc([O-])c2ccccc2c1,11
C[n+]1ccc2c([O-])cccc2c1,6.87,acid,C[n+]1ccc2c(O)cccc2c1,11,C[n+]1ccc2c([O-])cccc2c1,11
C[n+]1ccc2ccc([O-])cc2c1,7.06,acid,C[n+]1ccc2ccc(O)cc2c1,11,C[n+]1ccc2ccc([O-])cc2c1,11
CC(C)(C)C(=O)O,5.03,acid,CC(C)(C)C(=O)O,6,CC(C)(C)C(=O)[O-],6
O=C(O)c1ccc(O)c2ncccc12,4.8,acid,O=C(O)c1ccc(O)c2ncccc12,13,O=C([O-])c1ccc(O)c2ncccc12,13
Oc1c(Cl)ccc2cccnc12,8.7,acid,Oc1c(Cl)ccc2cccnc12,10,[O-]c1c(Cl)ccc2cccnc12,10
Oc1c(Cl)cc(Cl)c2cccnc12,7.62,acid,Oc1c(Cl)cc(Cl)c2cccnc12,10,[O-]c1c(Cl)cc(Cl)c2cccnc12,10
CCN(CC)Cc1ccc2cccnc2c1O,11.3,base,CC[NH+](CC)Cc1ccc2cccnc2c1O,2,CCN(CC)Cc1ccc2cccnc2c1O,2
Oc1ccccn1,11.62,acid,Oc1ccccn1,6,[O-]c1ccccn1,6
CN(C)Cc1ccc2cccnc2c1O,11.0,base,C[NH+](C)Cc1ccc2cccnc2c1O,1,CN(C)Cc1ccc2cccnc2c1O,1
Cc1ccnc2c(O)cccc12,10.0,acid,Cc1ccnc2c(O)cccc12,11,Cc1ccnc2c([O-])cccc12,11
Oc1ccc2ccccc2n1,11.76,acid,Oc1ccc2ccccc2n1,10,[O-]c1ccc2ccccc2n1,10
Oc1ccnc2ccccc12,11.28,acid,Oc1ccnc2ccccc12,10,[O-]c1ccnc2ccccc12,10
Oc1cccc2ncccc12,8.56,acid,Oc1cccc2ncccc12,10,[O-]c1cccc2ncccc12,10
Oc1ccc2ncccc2c1,8.9,acid,Oc1ccc2ncccc2c1,10,[O-]c1ccc2ncccc2c1,10
Oc1ccc2cccnc2c1,8.87,acid,Oc1ccc2cccnc2c1,10,[O-]c1ccc2cccnc2c1,10
Cc1cc2cccc(O)c2nc1C,10.2,acid,Cc1cc2cccc(O)c2nc1C,12,Cc1cc2cccc([O-])c2nc1C,12
CCCc1ccc(O)c2ncccc12,9.7,acid,CCCc1ccc(O)c2ncccc12,13,CCCc1ccc([O-])c2ncccc12,13
Oc1cccc(O)c1,9.15,acid,Oc1cccc(O)c1,7,[O-]c1cccc(O)c1,6
Oc1ccc(O)cc1,9.91,acid,Oc1ccc(O)cc1,6,[O-]c1ccc(O)cc1,7
C[n+]1cc([O-])cc2ccccc21,5.39,acid,C[n+]1cc(O)cc2ccccc21,11,C[n+]1cc([O-])cc2ccccc21,11
C1CN2CCC1CC2,10.95,base,C1C[NH+]2CCC1CC2,2,C1CN2CCC1CC2,2
c1ccc([C@@H]2CN3CCC2CC3)cc1,10.23,base,c1ccc([C@@H]2C[NH+]3CCC2CC3)cc1,8,c1ccc([C@@H]2CN3CCC2CC3)cc1,8
C1=C(c2ccccc2)C2CCN1CC2,9.1,base,C1=C(c2ccccc2)C2CC[NH+]1CC2,8,C1=C(c2ccccc2)C2CCN1CC2,8
Oc1cc2ccccc2nn1,8.63,acid,Oc1cc2ccccc2nn1,10,[O-]c1cc2ccccc2nn1,10
Oc1cnnc2ccccc12,9.3,acid,Oc1cnnc2ccccc12,10,[O-]c1cnnc2ccccc12,10
Oc1ccc2nnccc2c1,7.55,acid,Oc1ccc2nnccc2c1,10,[O-]c1ccc2nnccc2c1,10
Oc1ccc2ccnnc2c1,7.59,acid,Oc1ccc2ccnnc2c1,10,[O-]c1ccc2ccnnc2c1,10
Oc1cccc2ccnnc12,8.22,acid,Oc1cccc2ccnnc12,10,[O-]c1cccc2ccnnc12,10
Cc1cnnc2c(O)cccc12,8.36,acid,Cc1cnnc2c(O)cccc12,11,Cc1cnnc2c([O-])cccc12,11
Oc1cncc2cccnc12,8.35,acid,Oc1cncc2cccnc12,10,[O-]c1cncc2cccnc12,10
Oc1nccc2cccnc12,12.04,acid,Oc1nccc2cccnc12,10,[O-]c1nccc2cccnc12,10
N#Cc1ccc(O)cc1,7.95,acid,N#Cc1ccc(O)cc1,8,N#Cc1ccc([O-])cc1,8
Cc1cc(O)cc(C)c1C#N,8.21,acid,Cc1cc(O)cc(C)c1C#N,10,Cc1cc([O-])cc(C)c1C#N,10
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,7.6,acid,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,16,[O-]c1ccc(Cl)cc1Cc1cc(Cl)ccc1O,14
Oc1c(Cl)cc(Cl)cc1Cc1cc(Cl)cc(Cl)c1O,10.65,acid,Oc1c(Cl)cc(Cl)cc1Cc1cc(Cl)cc(Cl)c1O,16,[O-]c1c(Cl)cc(Cl)cc1Cc1cc(Cl)cc(Cl)c1O,13
Oc1ncc2ccccc2n1,10.73,acid,Oc1ncc2ccccc2n1,10,[O-]c1ncc2ccccc2n1,10
Oc1ncnc2ccccc12,9.87,acid,Oc1ncnc2ccccc12,10,[O-]c1ncnc2ccccc12,10
Oc1cccc2ncncc12,7.41,acid,Oc1cccc2ncncc12,10,[O-]c1cccc2ncncc12,10
Oc1ccc2ncncc2c1,8.21,acid,Oc1ccc2ncncc2c1,6,[O-]c1ccc2ncncc2c1,6
Cc1nc(C)c2cccc(O)c2n1,9.41,acid,Cc1nc(C)c2cccc(O)c2n1,12,Cc1nc(C)c2cccc([O-])c2n1,12
Cc1ncnc2c(O)cccc12,8.77,acid,Cc1ncnc2c(O)cccc12,11,Cc1ncnc2c([O-])cccc12,11
Cc1cc(O)cc(C)c1[N+](=O)[O-],8.25,acid,Cc1cc(O)cc(C)c1[N+](=O)[O-],11,Cc1cc([O-])cc(C)c1[N+](=O)[O-],11
Oc1cnc2ccccc2n1,9.14,acid,Oc1cnc2ccccc2n1,10,[O-]c1cnc2ccccc2n1,10
Oc1cccc2nccnc12,8.68,acid,Oc1cccc2nccnc12,6,[O-]c1cccc2nccnc12,6
Cc1nc2ccccc2nc1O,9.9,acid,Cc1nc2ccccc2nc1O,11,Cc1nc2ccccc2nc1[O-],11
Cc1cc(C)c([N+](=O)[O-])c(C)c1O,8.86,acid,Cc1cc(C)c([N+](=O)[O-])c(C)c1O,11,Cc1cc(C)c([N+](=O)[O-])c(C)c1[O-],11
Oc1ncc2cccnc2n1,8.98,acid,Oc1ncc2cccnc2n1,10,[O-]c1ncc2cccnc2n1,10
O=S(=O)(O)c1cccc2ccccc12,0.16,acid,O=S(=O)(O)c1cccc2ccccc12,13,O=S(=O)([O-])c1cccc2ccccc12,13
CCOP(=O)(CN(CC)CC)OCC,6.4,base,CCOP(=O)(C[NH+](CC)CC)OCC,2,CCOP(=O)(CN(CC)CC)OCC,2
CCOP(=O)(OCC)OCCN(CC)CC,8.4,base,CCOP(=O)(OCC)OCC[NH+](CC)CC,2,CCOP(=O)(OCC)OCCN(CC)CC,2
CCOP(=O)(OCC)OCCN(C)C,8.0,base,CCOP(=O)(OCC)OCC[NH+](C)C,11,CCOP(=O)(OCC)OCCN(C)C,11
CC(C)OP(=O)(OCCN(C)C)OC(C)C,8.06,base,CC(C)OP(=O)(OCC[NH+](C)C)OC(C)C,9,CC(C)OP(=O)(OCCN(C)C)OC(C)C,9
CC(C)OP(=O)(OC(C)C)SCCN(C)C,7.7,base,CC(C)OP(=O)(OC(C)C)SCC[NH+](C)C,13,CC(C)OP(=O)(OC(C)C)SCCN(C)C,13
CCO[P@](C)(=O)SCCN(C)C,7.77,base,CCO[P@](C)(=O)SCC[NH+](C)C,9,CCO[P@](C)(=O)SCCN(C)C,9
CNCCCCO,9.55,base,C[NH2+]CCCCO,1,CNCCCCO,1
CC[C@H](O)CN(CC)CCO,9.1,base,CC[C@H](O)C[N@H+](CC)CCO,4,CC[C@H](O)CN(CC)CCO,4
Cc1ccc([C@@H]2C[C@H]2N)cc1,8.33,base,Cc1ccc([C@@H]2C[C@H]2[NH3+])cc1,10,Cc1ccc([C@@H]2C[C@H]2N)cc1,10
C1CCC(NC2CCCC2)C1,10.93,base,C1CCC([NH2+]C2CCCC2)C1,5,C1CCC(NC2CCCC2)C1,5
Nc1ccc2c3c(cccc13)CC2,4.58,base,[NH3+]c1ccc2c3c(cccc13)CC2,10,Nc1ccc2c3c(cccc13)CC2,10
COCCCN(C)C,9.4,base,COCCC[NH+](C)C,1,COCCCN(C)C,1
C=CC(C)(C)NC(C)(C)CC,10.8,base,C=CC(C)(C)[NH2+]C(C)(C)CC,5,C=CC(C)(C)NC(C)(C)CC,5
C#CC(C)(C)NC(C)(C)CC,9.0,base,C#CC(C)(C)[NH2+]C(C)(C)CC,5,C#CC(C)(C)NC(C)(C)CC,5
CC[C@@H](C)C[C@@H](C)N,10.55,base,CC[C@@H](C)C[C@@H](C)[NH3+],7,CC[C@@H](C)C[C@@H](C)N,7
CCCCCCN(CCO)C[C@@H](O)CC,9.0,base,CCCCCC[N@@H+](CCO)C[C@@H](O)CC,6,CCCCCCN(CCO)C[C@@H](O)CC,6
CC(C)(C)Sc1ccc(N)cc1,3.44,base,CC(C)(C)Sc1ccc([NH3+])cc1,11,CC(C)(C)Sc1ccc(N)cc1,11
Nc1cccc(C(=O)OC(F)(F)C(F)(F)F)c1,3.24,base,[NH3+]c1cccc(C(=O)OC(F)(F)C(F)(F)F)c1,6,Nc1cccc(C(=O)OC(F)(F)C(F)(F)F)c1,6
Nc1ccc(C(=O)OC(F)(F)C(F)(F)F)cc1,3.78,base,[NH3+]c1ccc(C(=O)OC(F)(F)C(F)(F)F)cc1,16,Nc1ccc(C(=O)OC(F)(F)C(F)(F)F)cc1,16
Nc1ccc2c(c1)Cc1c-2ccc2ccccc12,4.67,base,[NH3+]c1ccc2c(c1)Cc1c-2ccc2ccccc12,17,Nc1ccc2c(c1)Cc1c-2ccc2ccccc12,17
CC(C)(C)N1CCCC1,11.13,base,CC(C)(C)[NH+]1CCCC1,4,CC(C)(C)N1CCCC1,4
C[C@@H]1[C@@H](C)C(C)(C)NC1(C)C,11.4,base,C[C@@H]1[C@@H](C)C(C)(C)[NH2+]C1(C)C,4,C[C@@H]1[C@@H](C)C(C)(C)NC1(C)C,4
CC(=O)OCCN(C)C,8.4,base,CC(=O)OCC[NH+](C)C,6,CC(=O)OCCN(C)C,6
NCCCl,8.56,base,[NH3+]CCCl,3,NCCCl,3
NCCF,9.0,base,[NH3+]CCF,3,NCCF,3
CCCC(=O)OCCN(C)C,8.31,base,CCCC(=O)OCC[NH+](C)C,8,CCCC(=O)OCCN(C)C,8
CCCC(=O)SCCN(C)C,8.32,base,CCCC(=O)SCC[NH+](C)C,8,CCCC(=O)SCCN(C)C,8
CCC(=O)OCCN(C)C,8.29,base,CCC(=O)OCC[NH+](C)C,7,CCC(=O)OCCN(C)C,7
CCC(=O)SCCN(C)C,8.28,base,CCC(=O)SCC[NH+](C)C,7,CCC(=O)SCCN(C)C,7
CCNC[Si](C)(C)C,11.12,base,CC[NH2+]C[Si](C)(C)C,2,CCNC[Si](C)(C)C,2
CC(=O)OCCCN(C)C,9.0,base,CC(=O)OCCC[NH+](C)C,7,CC(=O)OCCCN(C)C,7
NCC(Cl)(Cl)C(Cl)(Cl)Cl,6.58,base,[NH3+]CC(Cl)(Cl)C(Cl)(Cl)Cl,8,NCC(Cl)(Cl)C(Cl)(Cl)Cl,8
C=CC(C)(C)NC(C)(C)C=C,10.1,base,C=CC(C)(C)[NH2+]C(C)(C)C=C,5,C=CC(C)(C)NC(C)(C)C=C,5
CCC[C@H](N)c1ccccc1,9.45,base,CCC[C@H]([NH3+])c1ccccc1,10,CCC[C@H](N)c1ccccc1,10
C[C@H](N)c1cccc(Br)c1,9.88,base,C[C@H]([NH3+])c1cccc(Br)c1,9,C[C@H](N)c1cccc(Br)c1,9
C[C@H](N)c1ccccc1Cl,8.8,base,C[C@H]([NH3+])c1ccccc1Cl,9,C[C@H](N)c1ccccc1Cl,9
C[C@H](N)c1ccc(Cl)cc1,9.1,base,C[C@H]([NH3+])c1ccc(Cl)cc1,9,C[C@H](N)c1ccc(Cl)cc1,9
C[C@H](N)c1ccc(F)cc1,9.22,base,C[C@H]([NH3+])c1ccc(F)cc1,9,C[C@H](N)c1ccc(F)cc1,9
COc1ccc([C@H](C)N)cc1,9.47,base,COc1ccc([C@H](C)[NH3+])cc1,10,COc1ccc([C@H](C)N)cc1,10
Cc1cccc([C@H](C)N)c1,9.41,base,Cc1cccc([C@H](C)[NH3+])c1,9,Cc1cccc([C@H](C)N)c1,9
C[C@H](N)c1cccc([N+](=O)[O-])c1,8.56,base,C[C@H]([NH3+])c1cccc([N+](=O)[O-])c1,11,C[C@H](N)c1cccc([N+](=O)[O-])c1,11
C[C@H](N)c1ccc([N+](=O)[O-])cc1,8.5,base,C[C@H]([NH3+])c1ccc([N+](=O)[O-])cc1,11,C[C@H](N)c1ccc([N+](=O)[O-])cc1,11
C[C@H](N)c1cccc(C(F)(F)F)c1,8.77,base,C[C@H]([NH3+])c1cccc(C(F)(F)F)c1,12,C[C@H](N)c1cccc(C(F)(F)F)c1,12
CCCCC[C@@H](N)c1ccccc1,8.87,base,CCCCC[C@@H]([NH3+])c1ccccc1,12,CCCCC[C@@H](N)c1ccccc1,12
NC[C@H](O)c1ccc(Cl)c(Cl)c1,8.78,base,[NH3+]C[C@H](O)c1ccc(Cl)c(Cl)c1,8,NC[C@H](O)c1ccc(Cl)c(Cl)c1,8
COc1ccc(OC)c(C[C@@H](N)CO)c1,9.18,base,COc1ccc(OC)c(C[C@@H]([NH3+])CO)c1,12,COc1ccc(OC)c(C[C@@H](N)CO)c1,12
CC(C)C[C@H](N)c1ccccc1,9.47,base,CC(C)C[C@H]([NH3+])c1ccccc1,11,CC(C)C[C@H](N)c1ccccc1,11
CC(C)C[C@H](N)c1ccc(Cl)cc1,8.47,base,CC(C)C[C@H]([NH3+])c1ccc(Cl)cc1,12,CC(C)C[C@H](N)c1ccc(Cl)cc1,12
CC(C)C[C@H](N)c1ccc(F)cc1,9.25,base,CC(C)C[C@H]([NH3+])c1ccc(F)cc1,12,CC(C)C[C@H](N)c1ccc(F)cc1,12
CC(C)CC[C@H](N)c1ccccc1,9.02,base,CC(C)CC[C@H]([NH3+])c1ccccc1,12,CC(C)CC[C@H](N)c1ccccc1,12
CCCC[C@H](N)c1ccccc1,9.45,base,CCCC[C@H]([NH3+])c1ccccc1,11,CCCC[C@H](N)c1ccccc1,11
CCCC[C@H](N)c1ccc(Cl)cc1,8.85,base,CCCC[C@H]([NH3+])c1ccc(Cl)cc1,12,CCCC[C@H](N)c1ccc(Cl)cc1,12
CCCC[C@H](N)c1ccc(F)cc1,9.15,base,CCCC[C@H]([NH3+])c1ccc(F)cc1,12,CCCC[C@H](N)c1ccc(F)cc1,12
CC[C@@H](N)c1ccccc1,9.3,base,CC[C@@H]([NH3+])c1ccccc1,9,CC[C@@H](N)c1ccccc1,9
CC[C@@H](C)C(=O)O,4.81,acid,CC[C@@H](C)C(=O)O,6,CC[C@@H](C)C(=O)[O-],6
CC[C@@H](N)c1ccc(Br)cc1,9.08,base,CC[C@@H]([NH3+])c1ccc(Br)cc1,10,CC[C@@H](N)c1ccc(Br)cc1,10
CC[C@@H](N)c1ccc(Cl)cc1,9.1,base,CC[C@@H]([NH3+])c1ccc(Cl)cc1,10,CC[C@@H](N)c1ccc(Cl)cc1,10
OCCN(CCO)CCc1ccccc1,7.6,base,OCC[NH+](CCO)CCc1ccccc1,8,OCCN(CCO)CCc1ccccc1,8
CC(C)NC[C@H](O)c1ccccc1Br,9.4,base,CC(C)[NH2+]C[C@H](O)c1ccccc1Br,3,CC(C)NC[C@H](O)c1ccccc1Br,3
CC(C)NC[C@H](O)c1cccc(Br)c1,9.37,base,CC(C)[NH2+]C[C@H](O)c1cccc(Br)c1,3,CC(C)NC[C@H](O)c1cccc(Br)c1,3
CC(C)NC[C@H](O)c1ccc(Br)cc1,9.26,base,CC(C)[NH2+]C[C@H](O)c1ccc(Br)cc1,3,CC(C)NC[C@H](O)c1ccc(Br)cc1,3
CCCCOc1ccc([C@@H](O)CNC)cc1OC,9.51,base,CCCCOc1ccc([C@@H](O)C[NH2+]C)cc1OC,15,CCCCOc1ccc([C@@H](O)CNC)cc1OC,15
CC(C)(C)NC[C@H](O)c1ccc(F)c(F)c1,9.51,base,CC(C)(C)[NH2+]C[C@H](O)c1ccc(F)c(F)c1,4,CC(C)(C)NC[C@H](O)c1ccc(F)c(F)c1,4
CCCCNC[C@H](O)c1ccc(OC)c(OC)c1,9.56,base,CCCC[NH2+]C[C@H](O)c1ccc(OC)c(OC)c1,4,CCCCNC[C@H](O)c1ccc(OC)c(OC)c1,4
CC[C@@H](C)NC[C@H](O)c1ccc(OC)c(OC)c1,9.48,base,CC[C@@H](C)[NH2+]C[C@H](O)c1ccc(OC)c(OC)c1,4,CC[C@@H](C)NC[C@H](O)c1ccc(OC)c(OC)c1,4
COc1ccc([C@@H](O)CNC(C)(C)C)cc1OC,9.73,base,COc1ccc([C@@H](O)C[NH2+]C(C)(C)C)cc1OC,4,COc1ccc([C@@H](O)CNC(C)(C)C)cc1OC,4
CC(C)NC[C@H](O)c1ccccc1Cl,9.43,base,CC(C)[NH2+]C[C@H](O)c1ccccc1Cl,3,CC(C)NC[C@H](O)c1ccccc1Cl,3
CC(C)NC[C@H](O)c1cccc(Cl)c1,9.42,base,CC(C)[NH2+]C[C@H](O)c1cccc(Cl)c1,3,CC(C)NC[C@H](O)c1cccc(Cl)c1,3
CC(C)NC[C@H](O)c1ccc(Cl)cc1,9.21,base,CC(C)[NH2+]C[C@H](O)c1ccc(Cl)cc1,3,CC(C)NC[C@H](O)c1ccc(Cl)cc1,3
CC(C)NC[C@H](O)c1cccc(C#N)c1,9.33,base,CC(C)[NH2+]C[C@H](O)c1cccc(C#N)c1,3,CC(C)NC[C@H](O)c1cccc(C#N)c1,3
CNC[C@H](O)c1ccc(C2CCCCC2)cc1,9.01,base,C[NH2+]C[C@H](O)c1ccc(C2CCCCC2)cc1,1,CNC[C@H](O)c1ccc(C2CCCCC2)cc1,1
CC(C)NC[C@H](O)c1ccc(Br)c(Br)c1,9.29,base,CC(C)[NH2+]C[C@H](O)c1ccc(Br)c(Br)c1,3,CC(C)NC[C@H](O)c1ccc(Br)c(Br)c1,3
CCN(CC)CCCCC(O)(c1ccccc1)c1ccccc1,10.08,base,CC[NH+](CC)CCCCC(O)(c1ccccc1)c1ccccc1,2,CCN(CC)CCCCC(O)(c1ccccc1)c1ccccc1,2
CCN(CC)CCCCC(c1ccccc1)c1ccccc1,10.1,base,CC[NH+](CC)CCCCC(c1ccccc1)c1ccccc1,2,CCN(CC)CCCCC(c1ccccc1)c1ccccc1,2
CCN(CC)CCC(c1ccccc1)c1ccccc1,10.1,base,CC[NH+](CC)CCC(c1ccccc1)c1ccccc1,2,CCN(CC)CCC(c1ccccc1)c1ccccc1,2
CC(C)NC[C@H](O)c1ccc(F)c(F)c1,9.36,base,CC(C)[NH2+]C[C@H](O)c1ccc(F)c(F)c1,3,CC(C)NC[C@H](O)c1ccc(F)c(F)c1,3
CN(C)C[C@H](O)c1ccc(O)c(O)c1,9.257,base,C[NH+](C)C[C@H](O)c1ccc(O)c(O)c1,1,CN(C)C[C@H](O)c1ccc(O)c(O)c1,1
COc1cc([C@@H](O)CN(C)C)ccc1O,9.52,base,COc1cc([C@@H](O)C[NH+](C)C)ccc1O,1,COc1cc([C@@H](O)CN(C)C)ccc1O,1
CCNC[C@H](O)c1ccc(OC)c(OC)c1,9.61,base,CC[NH2+]C[C@H](O)c1ccc(OC)c(OC)c1,2,CCNC[C@H](O)c1ccc(OC)c(OC)c1,2
CCNC[C@H](O)c1cccc(O)c1,8.983,base,CC[NH2+]C[C@H](O)c1cccc(O)c1,2,CCNC[C@H](O)c1cccc(O)c1,2
CC(C)NC[C@H](O)c1ccc(F)cc1,9.35,base,CC(C)[NH2+]C[C@H](O)c1ccc(F)cc1,3,CC(C)NC[C@H](O)c1ccc(F)cc1,3
CNC[C@H](O)c1ccc(O)c(OC)c1,9.52,base,C[NH2+]C[C@H](O)c1ccc(O)c(OC)c1,1,CNC[C@H](O)c1ccc(O)c(OC)c1,1
COc1ccc([C@@H](O)CNCC(C)C)cc1OC,9.28,base,COc1ccc([C@@H](O)C[NH2+]CC(C)C)cc1OC,4,COc1ccc([C@@H](O)CNCC(C)C)cc1OC,4
CC(C)NC[C@H](O)c1ccccc1,9.5,base,CC(C)[NH2+]C[C@H](O)c1ccccc1,3,CC(C)NC[C@H](O)c1ccccc1,3
COc1ccc([C@@H](O)CNC(C)C)cc1OC,9.58,base,COc1ccc([C@@H](O)C[NH2+]C(C)C)cc1OC,3,COc1ccc([C@@H](O)CNC(C)C)cc1OC,3
Cc1ccc([C@@H](O)CNC(C)C)cc1C,9.38,base,Cc1ccc([C@@H](O)C[NH2+]C(C)C)cc1C,10,Cc1ccc([C@@H](O)CNC(C)C)cc1C,10
CC(C)NC[C@H](O)c1ccccc1I,9.32,base,CC(C)[NH2+]C[C@H](O)c1ccccc1I,3,CC(C)NC[C@H](O)c1ccccc1I,3
COc1ccccc1[C@@H](O)CNC(C)C,9.69,base,COc1ccccc1[C@@H](O)C[NH2+]C(C)C,3,COc1ccccc1[C@@H](O)CNC(C)C,3
COc1cccc([C@@H](O)CNC(C)C)c1,9.54,base,COc1cccc([C@@H](O)C[NH2+]C(C)C)c1,3,COc1cccc([C@@H](O)CNC(C)C)c1,3
COc1ccc([C@@H](O)CNC(C)C)cc1,9.26,base,COc1ccc([C@@H](O)C[NH2+]C(C)C)cc1,3,COc1ccc([C@@H](O)CNC(C)C)cc1,3
Cc1ccc([C@@H](O)CNC(C)C)cc1,9.35,base,Cc1ccc([C@@H](O)C[NH2+]C(C)C)cc1,9,Cc1ccc([C@@H](O)CNC(C)C)cc1,9
CC(C)NC[C@H](O)c1ccc(S(C)(=O)=O)cc1,9.25,base,CC(C)[NH2+]C[C@H](O)c1ccc(S(C)(=O)=O)cc1,3,CC(C)NC[C@H](O)c1ccc(S(C)(=O)=O)cc1,3
CSc1ccccc1[C@@H](O)CNC(C)C,9.41,base,CSc1ccccc1[C@@H](O)C[NH2+]C(C)C,3,CSc1ccccc1[C@@H](O)CNC(C)C,3
CSc1ccc([C@@H](O)CNC(C)C)cc1,9.06,base,CSc1ccc([C@@H](O)C[NH2+]C(C)C)cc1,3,CSc1ccc([C@@H](O)CNC(C)C)cc1,3
CC(C)NC[C@H](O)c1ccccc1[N+](=O)[O-],9.35,base,CC(C)[NH2+]C[C@H](O)c1ccccc1[N+](=O)[O-],3,CC(C)NC[C@H](O)c1ccccc1[N+](=O)[O-],3
CC(C)NC[C@H](O)c1cccc([N+](=O)[O-])c1,9.21,base,CC(C)[NH2+]C[C@H](O)c1cccc([N+](=O)[O-])c1,3,CC(C)NC[C@H](O)c1cccc([N+](=O)[O-])c1,3
CC(C)NC[C@H](O)c1ccc([N+](=O)[O-])cc1,9.27,base,CC(C)[NH2+]C[C@H](O)c1ccc([N+](=O)[O-])cc1,3,CC(C)NC[C@H](O)c1ccc([N+](=O)[O-])cc1,3
CC(C)NC[C@H](O)c1cccc(-c2ccccc2)c1,9.49,base,CC(C)[NH2+]C[C@H](O)c1cccc(-c2ccccc2)c1,3,CC(C)NC[C@H](O)c1cccc(-c2ccccc2)c1,3
