smiles,pKa,marvin_atom,kind,site_atoms,site_kinds,site_names
CC[NH+](CC)CCCC(=O)Nc1c(C)cccc1C,9.52,2,base,"[2, 10]","['base', 'base']","['tert_amine', 'aniline_sec']"
CC[NH+](CC)CCCCC(=O)Nc1c(C)cccc1C,9.96,2,base,"[2, 11]","['base', 'base']","['tert_amine', 'aniline_sec']"
CC[NH+](CC)CCCCCC(=O)Nc1c(C)cccc1C,10.24,2,base,"[2, 12]","['base', 'base']","['tert_amine', 'aniline_sec']"
CC[NH+](CC)CCCCCCC(=O)Nc1c(C)cccc1C,10.24,2,base,"[2, 13]","['base', 'base']","['tert_amine', 'aniline_sec']"
CC[NH+](CC)CCCN1c2cc(F)ccc2CCc2ccc(F)cc21,7.65,2,base,"[2, 8]","['base', 'base']","['tert_amine', 'aniline_tert']"
CC[NH+](CC)CCN1C(=O)Nc2ccccc2C1c1ccccc1,10.23,2,base,"[2, 15]","['base', 'base']","['tert_amine', 'aniline_sec']"
CC[NH+](CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,9.471667,2,base,"[2, 18]","['base', 'base']","['tert_amine', 'aniline']"
CC[NH+](CC)CCO/N=C1/C[C@H]2C(C)(C)O[C@H]3CC(=O)OC[C@]32[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@]12C,9.17,2,base,"[2, 8]","['base', 'base']","['tert_amine', 'imine_N']"
CC[NH+](CC)CCn1ccc(=O)c([O-])c1C,8.57,2,base,"[15, 2]","['acid', 'base']","['phenol', 'tert_amine']"
CC[NH+](CC)Cc1cn2nc(-c3ccccc3)cc(C)c2n1,8.79,2,base,"[2, 10]","['base', 'base']","['tert_amine', 'pyridine_N']"
CC[NH+](CC)Cc1no[n+]([O-])c1C#N,5.8,2,base,"[2, 11]","['base', 'base']","['tert_amine', 'pyridine_N']"
CC[NH+](Cc1ccccc1)Cc1no[n+]([O-])c1C#N,5.58,2,base,"[2, 16]","['base', 'base']","['tert_amine', 'pyridine_N']"
CC[NH+]1CCN(c2cc(=O)oc3c(C)c(O[C@@H]4OC(C)(C)[C@H](OC)[C@@H](OC(=O)c5ccc(C)[nH]5)[C@H]4O)ccc23)CC1,7.5,2,base,"[2, 5]","['base', 'base']","['tert_amine', 'aniline_tert']"
CC[NH+]1CCc2onc(OC)c2C1,7.0,2,base,"[2, 8]","['base', 'base']","['tert_amine', 'pyridine_N']"
CC[NH+]=C1Nc2ccccc2C(C)N1,10.8,2,base,"[2, 4]","['base', 'base']","['guanidine', 'aniline_sec']"
CC[NH2+]CC(=O)Nc1c(C)cccc1C,8.06,2,base,"[2, 6]","['base', 'base']","['sec_amine', 'aniline_sec']"
CCc1[nH]c(C)c[nH+]1,8.5,6,base,"[3, 6]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
CCc1[nH]cc[nH+]1,7.836667,6,base,"[3, 6]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
CCc1c[nH+]ccc1N,9.17,4,base,"[4, 8]","['base', 'base']","['pyridine_N', 'aniline']"
CCc1ccc(-n2c(Cl)cc3[nH]c(=O)c(-c4ccccc4)c([O-])c32)cc1,6.0,24,acid,"[24, 17]","['acid', 'acid']","['phenol', 'aromatic_lactam']"
CCc1ccc(C(=O)[O-])nc1,5.86,10,acid,"[10, 6]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
CCc1cccc(C)c1CNc1cc(C(=O)N(C)C)[nH+]c2c(Br)c(C)[nH]c12,5.84,13,base,"[13, 9]","['base', 'base']","['pyridine_N', 'aniline_sec']"
CCc1cccc(C)c1CNc1cc(C(=O)N(C)C)[nH+]c2c(C)c(C)[nH]c12,7.57,13,base,"[13, 9]","['base', 'base']","['pyridine_N', 'aniline_sec']"
CCc1cccc(C)c1CNc1cc(C(=O)N(C)C)[nH+]c2c(CO)c(C)[nH]c12,7.07,13,base,"[13, 9]","['base', 'base']","['pyridine_N', 'aniline_sec']"
CCc1cccc(C)c1CNc1cc(C(=O)N(C)C)[nH+]c2cc(C)[nH]c12,7.39,13,base,"[13, 9]","['base', 'base']","['pyridine_N', 'aniline_sec']"
CCc1cccc(C)c1CNc1cc(C(N)=O)cn2c(C)c(C)nc12,6.1,16,base,"[16, 9]","['base', 'base']","['pyridine_N', 'aniline_sec']"
CCc1cccc(CC)c1NC1=[NH+]CCN1,10.606667,10,base,"[10, 8]","['base', 'base']","['guanidine', 'aniline_sec']"
CCc1ccccc1Nc1c2ccccc2nc2ccccc12,7.68,16,base,"[16, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
CCc1ccnc2c1ccc1c(CC)ccnc12,5.6,12,base,"[5, 12]","['base', 'base']","['pyridine_N', 'pyridine_N']"
CCc1ccnc2c1ccc1cccnc12,5.44,5,base,"[5, 12]","['base', 'base']","['pyridine_N', 'pyridine_N']"
CCc1cnc(C(=O)[O-])cc1CC,6.58,12,acid,"[12, 5]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
CCc1cnc2c(ccc3cccnc32)c1,4.98,14,base,"[11, 14]","['base', 'base']","['pyridine_N', 'pyridine_N']"
CCc1nc2c(-c3ccc(Cl)cc3Cl)ccnc2n1C(CC)C1CC1,3.86,3,base,"[3, 8]","['base', 'base']","['pyridine_N', 'pyridine_N']"
CCc1nc2cc3c(cc2[nH]1)CCCC3,6.64,10,base,"[3, 10]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
CCc1nc2cc3ccccc3cc2[nH]1,6.14,14,base,"[3, 14]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
CCc1nc2ccccc2[nH]1,6.2,10,base,"[3, 10]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
CCc1nn(CCC[NH+]2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,6.645,20,base,"[20, 23]","['base', 'base']","['tert_amine', 'aniline_tert']"
CCc1nsc(=O)[nH]1,6.89,3,acid,"[3, 7]","['acid', 'base']","['aromatic_lactam', 'pyridine_N']"
CCn1c(=O)c2[nH]c(-c3ccccc3)nc2n(CC)c1=O,9.1,12,acid,"[12, 14]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
CCn1c(=O)nc2sc(S(N)(=O)=O)nn2c1=O,7.3,16,acid,"[16, 5]","['acid', 'base']","['sulfonamide_1', 'pyridine_N']"
CCn1c(C)c(C)c2cc(-n3ccccc3=O)nc(NCc3c(C)cccc3C)c21,4.0,8,base,"[8, 18]","['base', 'base']","['pyridine_N', 'aniline_sec']"
CN(C(=O)c1ccccc1)c1cccnc1,3.66,6,base,"[6, 1]","['base', 'base']","['pyridine_N', 'aniline_tert']"
CN(C(=O)c1ccccc1)c1ccncc1,4.68,5,base,"[5, 1]","['base', 'base']","['pyridine_N', 'aniline_tert']"
CN(C)/C=[NH+]/c1ccc(O)cc1,9.41,11,acid,"[11, 4]","['acid', 'base']","['phenol', 'amidine']"
CN(C)C(=O)Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(-c3noc(=O)[nH]3)cc21,4.8,28,acid,"[28, 32]","['acid', 'base']","['aromatic_lactam', 'pyridine_N']"
CN(C)C(=O)N1N=C(c2cc(F)ccc2F)C[C@@]1(CCC[NH3+])c1ccccc1,10.3,21,base,"[21, 9]","['base', 'base']","['prim_amine', 'imine_N']"
CN(C)C(=O)n1nc(C(C)(C)C)nc1SCC(=O)[O-],3.49,18,acid,"[18, 5]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
CN(C)C(=S)NCC(=O)[O-],3.71,9,acid,"[9, 5]","['acid', 'acid']","['carboxylic_acid', 'thiourea_NH']"
CN(C)N,7.16,3,base,"[3, 1]","['base', 'base']","['prim_amine', 'tert_amine']"
CN(C)N(C)C,6.19,3,base,"[1, 3]","['base', 'base']","['tert_amine', 'tert_amine']"
CN(C)[O-],5.2,1,base,"[3, 1]","['acid', 'base']","['hydroxylamine_OH', 'tert_amine']"
CN(C)c1cc[nH+]cc1,9.7,6,base,"[6, 1]","['base', 'base']","['pyridine_N', 'aniline_tert']"
CN(C)c1ccc(/N=N/c2ccccn2)cc1,3.25,1,base,"[16, 1]","['base', 'base']","['pyridine_N', 'aniline_tert']"
CN(C)c1ccc(N2CCOCC2)cc1,5.7,1,base,"[1, 9]","['base', 'base']","['aniline_tert', 'aniline_tert']"
CN(C)c1ccc(NC(=O)CN=O)cc1,4.94,1,base,"[9, 1]","['base', 'base']","['aniline_sec', 'aniline_tert']"
CN(C)c1ccc2cc3c(ccc4ccccc43)nc2c1,7.31,18,base,"[18, 1]","['base', 'base']","['pyridine_N', 'aniline_tert']"
CN(C)c1ccccc1C(=O)[O-],8.46,11,acid,"[11, 1]","['acid', 'base']","['carboxylic_acid', 'aniline_tert']"
CN(C)c1cccnc1,6.67,7,base,"[7, 1]","['base', 'base']","['pyridine_N', 'aniline_tert']"
CN(C)c1nc2c(s1)CCCC2,6.16,4,base,"[4, 1]","['base', 'base']","['pyridine_N', 'aniline_tert']"
CN(C)c1ncc(-c2ccccc2)s1,4.89,4,base,"[4, 1]","['base', 'base']","['pyridine_N', 'aniline_tert']"
CN(C)c1ncc(Br)s1,3.66,4,base,"[4, 1]","['base', 'base']","['pyridine_N', 'aniline_tert']"
CN(C1=[NH+]CCN1)c1c(Br)cccc1Br,10.7,11,base,"[11, 1]","['base', 'base']","['guanidine', 'aniline_tert']"
CN(C1=[NH+]CCO1)c1ccccc1,8.51,9,base,"[9, 1]","['base', 'base']","['amidine', 'aniline_tert']"
CN([O-])Cc1ccccc1,4.6,1,base,"[9, 1]","['acid', 'base']","['hydroxylamine_OH', 'tert_amine']"
CN1C(=O)[C@]2([NH+]=C1N)c1cc(-c3cccnc3F)ccc1O[C@H]1CCOC[C@@H]12,5.8,25,base,"[25, 22]","['base', 'base']","['guanidine', 'pyridine_N']"
CN1C(=[NH2+])C(C)(C)c2ccccc21,9.25,10,base,"[10, 8]","['base', 'base']","['amidine', 'aniline_tert']"
CN1C2CCC(C2)N1C,6.89,7,base,"[1, 7]","['base', 'base']","['tert_amine', 'tert_amine']"
CN1C2CCC(CC2)N1C,7.14,6,base,"[1, 6]","['base', 'base']","['tert_amine', 'tert_amine']"
CN1CC(C(=O)Nc2ccc(Cl)cc2)=C(O)C1=O,5.51,7,acid,"[7, 10]","['acid', 'base']","['enol', 'aniline_sec']"
CN1CC(C(=O)Nc2ccc(F)cc2)=C(O)C1=O,5.55,7,acid,"[7, 10]","['acid', 'base']","['enol', 'aniline_sec']"
CN1CC(C(=O)Nc2ccccc2)=C(O)C1=O,5.86,7,acid,"[7, 10]","['acid', 'base']","['enol', 'aniline_sec']"
CN1CC(O)c2cc(N=O)c(O)cc21,8.6,12,acid,"[12, 1]","['acid', 'base']","['phenol', 'aniline_tert']"
CN1CC=CCN1C,5.7,6,base,"[1, 6]","['base', 'base']","['tert_amine', 'tert_amine']"
CN1CCCCCN1C,6.66,7,base,"[1, 7]","['base', 'base']","['tert_amine', 'tert_amine']"
CN1CCCCN1C,6.66,6,base,"[1, 6]","['base', 'base']","['tert_amine', 'tert_amine']"
CN1CCCN1C,6.67,5,base,"[1, 5]","['base', 'base']","['tert_amine', 'tert_amine']"
CN1CC[NH+](C)c2cccc3cccc1c23,4.62,1,base,"[1, 4]","['base', 'base']","['aniline_tert', 'aniline_tert']"
CN1CC[NH+](Cc2ccc(OC3CN(C(=O)c4nnc(-c5ccccc5)o4)C3)cc2F)CC1,8.4,1,base,"[1, 4]","['base', 'base']","['tert_amine', 'tert_amine']"
CNC(=O)/C=C(\c1ccc2nc(N)n(C(C)C)c2c1)c1cccc(F)c1F,6.69,10,base,"[10, 12]","['base', 'base']","['pyridine_N', 'aniline']"
CNC(=O)/C=C(\c1ccc2nc(N)n(C3CCCC3)c2c1)c1ccccc1F,6.7,14,base,"[14, 15]","['base', 'base']","['pyridine_N', 'aniline']"
CNC(=O)CS(=O)(=O)NC(N)=O,4.89,8,acid,"[8, 4]","['acid', 'acid']","['sulfonamide_2', 'sulfone_CH']"
CNC(=O)Nc1ccc(Cc2c3ccccc3nc3ccccc23)cc1,7.77,19,base,"[19, 4]","['base', 'base']","['pyridine_N', 'aniline_sec']"
CNC(=O)c1cc(NCc2c(C)cccc2C)c2[nH]c(C)c(Br)c2[nH+]1,7.39,12,base,"[12, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
CNC(=O)c1cc(NCc2c(C)cccc2C)c2[nH]c(C)cc2[nH+]1,7.33,12,base,"[12, 8]","['base', 'base']","['pyridine_N', 'aniline_sec']"
CNC(=O)c1cc(N[C@H]2c3ccccc3C[C@@H]2O)c2nc(C)c(C)n2c1,5.97,9,base,"[9, 10]","['base', 'base']","['pyridine_N', 'aniline_sec']"
CNC1=[NH+]c2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,4.8,3,base,"[3, 11]","['base', 'base']","['amidine', 'tert_amine']"
CNN,7.87,1,base,"[2, 1]","['base', 'base']","['prim_amine', 'sec_amine']"
CNN(C)C,6.64,1,base,"[1, 2]","['base', 'base']","['sec_amine', 'tert_amine']"
CNNC,5.2,2,base,"[1, 2]","['base', 'base']","['sec_amine', 'sec_amine']"
CN[O-],6.05,1,base,"[2, 1]","['acid', 'base']","['hydroxylamine_OH', 'sec_amine']"
CNc1[nH]c(=O)[n+]([C@@H]2C[C@@H](O)[C@H](CO)O2)cc1C,4.04,6,acid,"[6, 8]","['acid', 'base']","['aromatic_lactam', 'aniline_sec']"
CNc1cc[n+](C)c(=O)[nH]1,4.47,8,acid,"[8, 1]","['acid', 'base']","['aromatic_lactam', 'aniline_sec']"
CNc1ccccn1,7.13,7,base,"[7, 1]","['base', 'base']","['pyridine_N', 'aniline_sec']"
CNc1cccnc1,6.41,6,base,"[6, 1]","['base', 'base']","['pyridine_N', 'aniline_sec']"
CNc1nnc(S(N)(=O)=O)s1,7.8,10,acid,"[10, 1]","['acid', 'base']","['sulfonamide_1', 'aniline_sec']"
CO/N=C(\C#N)C1=CCC[NH+](C)C1,7.65,1,base,"[1, 8]","['base', 'base']","['tert_amine', 'imine_N']"
CO/N=C(\C#N)C1=CCC[NH2+]C1,8.6,10,base,"[10, 2]","['base', 'base']","['sec_amine', 'imine_N']"
CO/N=C(\C#N)C1C[NH+]2CCC1CC2,8.96,8,base,"[8, 2]","['base', 'base']","['tert_amine', 'imine_N']"
CO/N=C(\F)C1=CCC[NH+](C)C1,7.39,1,base,"[1, 8]","['base', 'base']","['tert_amine', 'imine_N']"
COC(=O)C(CCCC[NH3+])NC(=O)OC(C)(C)C,10.79,13,base,"[7, 13]","['acid', 'base']","['carbamate_NH', 'prim_amine']"
COC(=O)C([NH3+])CCCCNC(=O)OC(C)(C)C,8.9,17,base,"[7, 17]","['acid', 'base']","['carbamate_NH', 'prim_amine']"
COC(=O)CC1c2ccc(Cl)cc2NC(=O)C1C#N,10.2,15,acid,"[15, 12]","['acid', 'base']","['cyanoacetate', 'aniline_sec']"
COC(=O)CC1c2ccc(Cl)cc2NC(=O)C1S(=O)(=O)c1ccccc1,10.8,15,acid,"[15, 12]","['acid', 'base']","['sulfone_CH', 'aniline_sec']"
COC(=O)CCCc1cnc[nH]1,7.33,9,base,"[11, 9]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
COC(=O)C[C@@H]1[C@@H](C(=O)[O-])[NH2+]C[C@H]1C(C)O,9.41,4,base,"[14, 4]","['acid', 'base']","['carboxylic_acid', 'sec_amine']"
COC(=O)Cc1csc(N)n1,4.83,9,base,"[9, 10]","['base', 'base']","['pyridine_N', 'aniline']"
COC(=O)Nc1ccc(Cc2c3ccccc3nc3ccccc23)cc1,7.64,19,base,"[4, 19]","['acid', 'base']","['carbamate_NH', 'pyridine_N']"
COC(=O)[C@H](Cc1cnc[nH]1)NC(C)=O,6.3,8,base,"[10, 8]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
COC(=O)c1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCCO,8.9,20,acid,"[20, 13]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
COC(=O)c1cc(S(N)(=O)=O)ccc1S(=O)(=O)CCO,9.2,19,acid,"[19, 13]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
COC(=O)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,6.21,18,base,"[18, 10]","['base', 'base']","['pyridine_N', 'aniline_sec']"
COC(=O)c1ccccc1Nc1c2ccccc2nc2ccccc12,6.3,18,base,"[18, 10]","['base', 'base']","['pyridine_N', 'aniline_sec']"
COC1CCN(C(=O)c2ccc3cc(OC4CC[NH+](C(C)C)CC4)ccc3n2)CC1,9.5,3,base,"[3, 19]","['base', 'base']","['tert_amine', 'pyridine_N']"
COCC(=O)OCCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,8.1,20,acid,"[20, 8]","['acid', 'acid']","['sulfonamide_1', 'sulfone_CH']"
COCCCC/C(=N\OCC[NH3+])c1ccc(C(F)(F)F)cc1,9.45,11,base,"[11, 7]","['base', 'base']","['prim_amine', 'imine_N']"
COCCNC(=O)c1cc(N[C@H]2c3ccccc3C[C@@H]2O)c2nc(C)c(C)n2c1,6.01,9,base,"[9, 10]","['base', 'base']","['pyridine_N', 'aniline_sec']"
COCC[NH+]1CCC[C@@H](Cn2c(-c3ccccc3C)nc3cn(-c4ccc(Cl)cc4)nc3c2=O)C1,8.5,22,base,"[22, 8]","['base', 'base']","['tert_amine', 'pyridine_N']"
COCCc1[nH]c(C)c[nH+]1,8.13,3,base,"[5, 3]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
COCc1[nH]c(C)c[nH+]1,7.03,3,base,"[5, 3]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(N(C)CC[NH+](C)C)cc(=O)oc3c2C)OC1(C)C,8.2,36,base,"[36, 32]","['base', 'base']","['tert_amine', 'aniline_tert']"
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(N4CC(C)[NH2+]C(C)C4)cc(=O)oc3c2C)OC1(C)C,8.0,35,base,"[35, 32]","['base', 'base']","['sec_amine', 'aniline_tert']"
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(N4CCC([NH+](C)C)CC4)cc(=O)oc3c2C)OC1(C)C,9.0,38,base,"[38, 32]","['base', 'base']","['tert_amine', 'aniline_tert']"
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(N4CC[NH+](C)CC4)c(Cl)c(=O)oc3c2C)OC1(C)C,7.4,36,base,"[36, 33]","['base', 'base']","['tert_amine', 'aniline_tert']"
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(N4CC[NH+](C)CC4)cc(=O)oc3c2C)OC1(C)C,7.3,35,base,"[35, 32]","['base', 'base']","['tert_amine', 'aniline_tert']"
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(N4CC[NH2+]C(C)C4)cc(=O)oc3c2C)OC1(C)C,8.3,35,base,"[35, 32]","['base', 'base']","['sec_amine', 'aniline_tert']"
CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(N4CC[NH2+]CC4)cc(=O)oc3c2C)OC1(C)C,8.3,35,base,"[35, 32]","['base', 'base']","['sec_amine', 'aniline_tert']"
CO[C@H]1C(=O)N2C(C(=O)C(C)(C)C)=C(C)C(Sc3nnc(C)s3)S(=O)(=O)[C@H]12,7.5,7,acid,"[7, 11]","['acid', 'acid']","['sulfone_CH', 'sulfone_CH']"
CO[C@H]1C(=O)N2C(C(=O)C(C)(C)C)=C(C)C(Sc3nnnn3C)S(=O)(=O)[C@H]12,7.9,13,acid,"[4, 13]","['acid', 'acid']","['sulfone_CH', 'sulfone_CH']"
COc1c(CC=C(C)C)c(O)c(C(=O)[O-])c(CCc2ccccc2)c1CC=C(C)C,3.5,20,acid,"[20, 17]","['acid', 'acid']","['carboxylic_acid', 'phenol']"
COc1c(Cl)ccc2c1C(C)NC(=[NH+]CC(F)F)N2,8.9,13,base,"[13, 11]","['base', 'base']","['guanidine', 'aniline_sec']"
COc1c[nH+]ccc1N,9.03,4,base,"[4, 8]","['base', 'base']","['pyridine_N', 'aniline']"
COc1cc(-c2cccc(Cl)c2)ncc1C1CCCN1C(=O)c1cncs1,5.0,5,base,"[5, 17]","['base', 'base']","['pyridine_N', 'pyridine_N']"
COc1cc(/C=C2\CCCN3C2=[NH+]OC3(C)c2ccc(F)cc2)ccc1-n1cnc(C)c1,6.7,5,base,"[21, 5]","['base', 'base']","['amidine', 'pyridine_N']"
COc1cc(/C=C2\CCCN3C2=[NH+]O[C@@]3(CO)c2ccc(F)cc2)ccc1-n1cnc(C)c1,5.8,5,base,"[21, 5]","['base', 'base']","['amidine', 'pyridine_N']"
COc1cc(=O)nc2sc(S(N)(=O)=O)nn12,7.1,15,acid,"[15, 6]","['acid', 'base']","['sulfonamide_1', 'pyridine_N']"
COc1cc(C(C#N)N2CC[NH+](C)CC2)cc(OC)c1OC,7.6,1,base,"[1, 4]","['base', 'base']","['tert_amine', 'tert_amine']"
COc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3cscn3)ccc12,7.2,21,acid,"[21, 26]","['acid', 'base']","['sulfonamide_2', 'pyridine_N']"
COc1cc(C(F)(F)F)ccc1-c1cccc2cc(S(=O)(=O)Nc3nccs3)ccc12,6.7,21,acid,"[21, 23]","['acid', 'base']","['sulfonamide_2', 'pyridine_N']"
COc1cc(C)c(-c2ncc[nH]2)cc1-c1ccc(C#CCO)s1,6.6,11,base,"[8, 11]","['acid', 'base']","['imidazole_NH', 'pyridine_N']"
COc1cc(C)c(-c2noc(=O)[nH]2)cc1-c1ccc(C#CCO)s1,5.5,8,acid,"[8, 12]","['acid', 'base']","['aromatic_lactam', 'pyridine_N']"
COc1cc(C)ccc1NC1=[NH+]CCN1,10.6,11,base,"[11, 9]","['base', 'base']","['guanidine', 'aniline_sec']"
COc1cc(C)ncn1,3.65,6,base,"[4, 6]","['base', 'base']","['pyridine_N', 'pyridine_N']"
COc1cc(Cl)c(NC2=[NH+]CCN2)c(Cl)c1,8.57,11,base,"[11, 9]","['base', 'base']","['guanidine', 'aniline_sec']"
COc1cc(Cl)c(Nc2ccccc2CC(=O)[O-])c(Cl)c1,4.2,19,acid,"[19, 9]","['acid', 'base']","['carboxylic_acid', 'aniline_sec']"
COc1cc(F)ccc1Cn1ccc2c3c(ncc21)C(=O)N(O)CC3,7.6,23,acid,"[23, 15]","['acid', 'base']","['hydroxamic_acid', 'pyridine_N']"
COc1cc(N)c(Cl)cc1C(=O)NC1CC[NH+](CCCOc2ccc(F)cc2)CC1OC,7.8,14,base,"[14, 31]","['base', 'base']","['tert_amine', 'aniline']"
COc1cc(N)c(Cl)cc1C(=O)NC1CC[NH+](Cc2ccccc2)CC1,8.59,14,base,"[14, 25]","['base', 'base']","['tert_amine', 'aniline']"
COc1cc(N)c(Cl)cc1C(=O)NC1CC[NH+]2C(C)CCCC2C1,9.2,6,base,"[6, 22]","['base', 'base']","['tert_amine', 'aniline']"
COc1cc(N)c(Cl)cc1C(=O)NC1CC[NH+]2CCOCC2C1,6.3,14,base,"[14, 22]","['base', 'base']","['tert_amine', 'aniline']"
COc1cc(OC)c(NC2=[NH+]CCN2)cc1Cl,10.15,10,base,"[10, 8]","['base', 'base']","['guanidine', 'aniline_sec']"
COc1cc(S(C)=O)ccc1-c1cn2ccncc2[nH+]1,2.88,16,base,"[13, 16]","['base', 'base']","['pyridine_N', 'pyridine_N']"
COc1cc2c(cc1OC)-c1c(-c3cnc(C(=O)N(C)C(C)(C)C)s3)ncn1CC2,4.0,17,base,"[9, 17]","['base', 'base']","['pyridine_N', 'pyridine_N']"
COc1cc2c(cc1OC)-c1c(-c3cncs3)nc(C)n1CC2,5.0,2,base,"[2, 20]","['base', 'base']","['pyridine_N', 'pyridine_N']"
COc1cc2c(cc1OC)-c1c(-c3cncs3)ncn1CC2,4.3,12,base,"[12, 19]","['base', 'base']","['pyridine_N', 'pyridine_N']"
COc1cc2c(cc1OC)NC(N)=[NH+]C2,11.1,12,base,"[12, 10]","['base', 'base']","['guanidine', 'aniline_sec']"
COc1cc2c(cc1OC)[C@]13CC[NH+]4CC5=CCO[C@@H]6CC(=O)N2[C@@H]1[C@@H]6[C@@H]5C[C@@H]43,5.86,15,base,"[15, 10]","['base', 'base']","['tert_amine', 'aniline_tert']"
COc1ccc(-c2cc(C(=O)[O-])[nH]n2)cc1,3.31,15,acid,"[15, 11]","['acid', 'acid']","['carboxylic_acid', 'pyrazole_NH']"
COc1ccc(-c2cc3c(C(=O)[O-])c[nH]c3cc2Cl)c(OC)n1,4.8,22,acid,"[22, 7]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
COc1ccc(-c2cc3c(C(=O)[O-])c[nH]c3cc2Cl)cn1,2.4,20,acid,"[20, 7]","['acid', 'base']","['carboxylic_acid', 'pyridine_N']"
COc1ccc(-c2ccc(-c3ccccc3Cl)n2Cc2cccc(N)n2)cc1,6.86,19,base,"[19, 20]","['base', 'base']","['pyridine_N', 'aniline']"
COc1ccc(-c2cnc(-c3ccc(N)cc3)o2)cc1,3.22,19,base,"[10, 19]","['base', 'base']","['pyridine_N', 'aniline']"
COc1ccc(-c2nc3cnccc3n2C)c(OC)c1,6.16,5,base,"[5, 8]","['base', 'base']","['pyridine_N', 'pyridine_N']"
COc1ccc(-c2ncc(-c3ccc(N)cc3)o2)cc1,3.71,19,base,"[9, 19]","['base', 'base']","['pyridine_N', 'aniline']"
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CC[NH+](C)CC5)c(F)c4)C3)o2)cc1,8.4,1,base,"[1, 4]","['base', 'base']","['tert_amine', 'tert_amine']"
COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(C[NH+](C)C)cn4)C3)o2)cc1,8.5,1,base,"[1, 8]","['base', 'base']","['tert_amine', 'pyridine_N']"
COc1ccc(-c2nnc(C(=O)N3CCC(Oc4ccc(CN5CC[NH+](C)CC5)cc4)CC3)o2)cc1,8.5,1,base,"[1, 4]","['base', 'base']","['tert_amine', 'tert_amine']"
COc1ccc(-c2nnc(C(=O)N3CCC(Oc4ccc(C[NH+]5CCCC5)cn4)CC3)o2)cc1,9.2,29,base,"[29, 27]","['base', 'base']","['tert_amine', 'pyridine_N']"
COc1ccc(-n2cc3nc(-c4ccccc4C)n(CC4CCC[NH+](C(C)C)C4)c(=O)c3n2)cc1,10.0,22,base,"[22, 8]","['base', 'base']","['tert_amine', 'pyridine_N']"
COc1ccc(C(=O)Nc2ccccc2CCC2CCCC[NH+]2C)cc1,9.27,1,base,"[1, 15]","['base', 'base']","['tert_amine', 'aniline_sec']"
COc1ccc(C(C#N)N2CC[NH+](C)CC2)cc1OC,7.6,1,base,"[1, 4]","['base', 'base']","['tert_amine', 'tert_amine']"
COc1ccc(CC2=NC(=O)NC2=O)cc1,8.9,13,acid,"[13, 10]","['acid', 'base']","['imide', 'imine_N']"
COc1ccc(CC[NH2+]CC(O)COc2ccc(-c3ncco3)cc2)cc1OC,8.4,12,base,"[12, 24]","['base', 'base']","['sec_amine', 'pyridine_N']"
